host,listOfDetections,count
aqquxwtu.servehttp.com,0,0
aquaintacta.com,[u'AVGThreatLabs'],1
aquarigger.com,"[u'MyWOT', u'SCUMWARE', u'GoogleSafeBrowsing', u'DNS-BH']",4
arc1.co.kr,"[u'MyWOT', u'BitDefender', u'DrWeb', u'GoogleSafeBrowsing']",4
arfxgroup.kinggroupimports.com,0,0
argofutty.com,0,0
arkinsoftware.in,"[u'MyWOT', u'SCUMWARE', u'URLVir', u'ThreatLog', u'AVGThreatLabs', u'BitDefender', u'GoogleSafeBrowsing', u'YandexSafeBrowsing', u'Quttera', u'MalwarePatrol', u'z_protect', u'CRDF', u'MalwareDomainList']",13
armbest.com,0,0
armoniaenelcuerpo.com,0,0
arsiv.gencfb.org,[u'MyWOT'],1
art.tamgu.com.ar,0,0
artnovation.it,"[u'SCUMWARE', u'BitDefender']",2
arttrade.net,[u'AVGThreatLabs'],1
asd.copperery.in,0,0
asdj003.adneine.com,0,0
asgdrfrth.wikaba.com,0,0
ashish-gaikwad.com,0,0
ashotakoe5.in,0,0
ashworth-tenebanturque.captailz.com,0,0
asianssextube.com,0,0
asjdaydyaf.info,0,0
askrichgould.com,0,0
ast.biz14.com,0,0
astana13.noip.me,0,0
athen-fiv.info,0,0
atifihny.1dumb.com,0,0
atilb.freewww.biz,0,0
attentiongettingdokogeo.info,0,0
atthemovies.start.tl,0,0
attimen.cx.cc,0,0
attnfeeniubm.com,0,0
attymubpd.aelita.fr,0,0
aubergedelachaite.com,[u'Sucuri'],1
audiocar800.com,"[u'MyWOT', u'GoogleSafeBrowsing', u'SURBL', u'DNS-BH']",4
augcktjsf.ontheweb.nu,"[u'MyWOT', u'BitDefender']",2
auhiymea.cn,0,0
auth-validation.redirectme.net,0,0
av2b6tmt.gelotinetospbetty.biz,0,0
avatarbrothers.com,"[u'MyWOT', u'BitDefender']",2
avatarnonsensitive.info,0,0
averylc.com,0,0
avtoaonvip.ru,0,0
avtobol1.info,0,0
avtolicarstvo.net,0,0
avvocatostudiolegale.net,0,0
awersos.tk,0,0
awesomeleetspeak.net,0,0
axw.yourproblemisyou.in,0,0
ayellow.info,0,0
ayverlookz.ce.ms,0,0
azawvos.com,"[u'MyWOT', u'SURBL', u'BitDefender']",3
azoivu.sleepme.cc,0,0
b.onlyfreshteens.com,0,0
b15ebff9e3.osorpi.pro,0,0
b1ack33.ipnodns.ru,0,0
b1cc31b409.jakotu.pro,0,0
b2clean.com,"[u'SCUMWARE', u'BitDefender']",2
b6shomki1715fuho8wu18xi62024df76a5911cd440eb9b53a60a499e.bedandbreakfastdream.com,0,0
babyhight.cu.cc,0,0
babysocklongleafpine.ward4forstock.com,"[u'SCUMWARE', u'BitDefender', u'GoogleSafeBrowsing']",3
backdownmov.in,0,0
backupfun2.in,0,0
backupmp1.in,0,0
backupmp2.in,0,0
bakucity.ce.ms,0,0
baliforyour.info,0,0
baliserv16.in,0,0
baliserv27.in,0,0
ballnet.in,0,0
bannerin2.in,0,0
bannerreach.biz,0,0
bannersnew5.in,0,0
bannertrackingstat.com,0,0
barabulya3.cu.cc,[u'BitDefender'],1
barbonsaklan.net,0,0
barelylegalgirls.us,[u'DrWeb'],1
bas-solicitors.co.uk,[u'AVGThreatLabs'],1
baselinemacbook.com,"[u'GoogleSafeBrowsing', u'AVGThreatLabs']",2
basicyqt.monbe.be,0,0
batipen.com.tr,[u'BitDefender'],1
baton.from-az.net,0,0
bauchrowitz.net,0,0
bavadoddle.com,0,0
bbcid.librettisttick.pw,0,0
bbct.ru,"[u'MyWOT', u'BitDefender']",2
bbioaiwee.tk,[u'BitDefender'],1
bcd.biz14.com,0,0
bdlo.de,0,0
bearhere7.com,0,0
beaudart.com,0,0
becagile.tk,0,0
beckermania.com,0,0
beelines2012.in,0,0
beenhouwerijlouis.be,"[u'MyWOT', u'BitDefender', u'DrWeb']",3
beergoodbe.in,0,0
beezhozs.cn,0,0
befaved.com,[u'BitDefender'],1
bemycoauthor.com,0,0
benefitngs.aelita.fr,0,0
bengslu8.lincolnsbirthdaymagical.biz,0,0
bentley.poststreetdental.com,"[u'GoogleSafeBrowsing', u'AVGThreatLabs', u'urlQuery']",3
beodindge.tk,"[u'MyWOT', u'SURBL', u'BitDefender']",3
bergasecondhand.se,0,0
beriolsoas.tk,0,0
berlin90.servehttp.com,0,0
bester071.in,0,0
besterhandytarif.com,"[u'MyWOT', u'GoogleSafeBrowsing', u'AVGThreatLabs']",3
bestffriendquotes.com,"[u'SpamhausDBL', u'MyWOT', u'SURBL', u'GoogleSafeBrowsing', u'DNS-BH']",5
bestfilms1.in,0,0
bestfilms3.in,0,0
bestholycow.cu.cc,[u'BitDefender'],1
besthostingaroundhere.info,0,0
bestpack.uni.me,0,0
besttt004.in,0,0
bestwindowfilm.com,[u'BitDefender'],1
betbits.com,0,0
bettatesters6.psybnc.org,0,0
bewaret.in,0,0
bewemofesero.com,[u'SURBL'],1
beyapopulationsame.cu.cc,0,0
bfd.achmm-philly.org,0,0
bfoqp.ddns.mobi,0,0
bfpoygr.dnset.com,0,0
bgfgdf.freeddns.com,0,0
bgfshfv.justdied.com,0,0
bgjguews.tk,0,0
bgjqy.uiwrqw.tk,0,0
bgueeew.tk,0,0
bhjaezqbncz.com,"[u'MyWOT', u'SCUMWARE']",2
bibrabank.us,0,0
bidswarm.ce.ms,0,0
bieloss.tk,0,0
biflagellate.gr8domain.biz,0,0
big-ass-gfs.net,[u'AVGThreatLabs'],1
bigcockdream.com,0,0
bigdisk-puck998.hostbyus.net,"[u'SCUMWARE', u'BitDefender']",2
bigkiaww.tk,0,0
bigtimetcpip.org,"[u'MyWOT', u'SURBL']",2
bigtitsroundassesporno.com,0,0
bikaier.tk,0,0
bil-forsakring.info,0,0
bilaomde.tk,"[u'GoogleSafeBrowsing', u'BitDefender']",2
billigates.tk,0,0
biloaerqw.tk,0,0
biloaiwer.tk,0,0
biloswer.tk,"[u'SURBL', u'BitDefender']",2
bilowest.cu.cc,[u'BitDefender'],1
bilsoierwer.tk,0,0
biosafe.ca,[u'BitDefender'],1
biquemwr.tk,0,0
bitter.kermanmandolin.com,0,0
biunhss.tk,"[u'SURBL', u'BitDefender']",2
bizforallpeople.in,"[u'SCUMWARE', u'GoogleSafeBrowsing', u'AVGThreatLabs', u'BitDefender']",4
biznesstroika.be,"[u'MyWOT', None, u'GoogleSafeBrowsing', u'SURBL', u'AVGThreatLabs', u'ThreatLog', u'MalwareDomainList']",7
bjuandhewg.tk,0,0
bkiahess.tk,0,0
bkiapies.tk,0,0
bkiaspie.tk,"[u'MyWOT', u'SURBL']",2
bkiaspies.tk,"[u'MyWOT', u'SURBL', u'BitDefender']",3
bkipaoet.tk,0,0
bkkyqkn.wikaba.com,0,0
bkmb.net,0,0
blackandwhitelesbiansfree.in,0,0
blackberry-free.us,0,0
blackgaygalleries.org,0,0
blackintel.com,0,0
blackspin.com,0,0
bladesync.com,[u'BitDefender'],1
blazed.info,"[u'SCUMWARE', u'DrWeb']",2
blbojese.tk,"[u'MyWOT', u'SURBL', u'BitDefender']",3
blezdgl.dns-stuff.com,0,0
blog.mecards.com,[u'SCUMWARE'],1
bloqer.com,"[u'SCUMWARE', u'GoogleSafeBrowsing']",2
bltlt.fadsfas.tk,[u'BitDefender'],1
bluebuyers.com,"[u'SCUMWARE', u'BitDefender']",2
bmegsjheqprhupouh.nl.ai,"[u'MyWOT', u'SCUMWARE', None, u'BrowserDefender', u'DNS-BH', u'DShield']",6
bobmae.zrv39.com,0,0
body.ellinregeyprcarlojine.org,[u'BitDefender'],1
body.ellinregeyprcarlojine.us,[u'BitDefender'],1
boeingmiles.com,"[u'MyWOT', u'SCUMWARE', u'BitDefender']",3
bombasazzka.info,0,0
bomrefocuses.org,0,0
bomulnara.cu.cc,0,0
bondadventures-pro.in,0,0
bookiemonster.co.nz,[u'AVGThreatLabs'],1
booking.numed.co.uk,[u'BitDefender'],1
bookzula.com,"[u'MyWOT', u'SCUMWARE', u'BitDefender', u'DrWeb', u'GoogleSafeBrowsing', u'Sucuri']",6
booleanthose.net,0,0
boostdeeming.org,"[u'MyWOT', u'SCUMWARE', None, u'SURBL', u'BitDefender', u'DNS-BH']",6
boostedtheftprevention.in,0,0
borodaujptkoik.edns.biz,0,0
borrowstollfree.biz,0,0
bountifulness.thesqueakandoilchart.com,0,0
bowcap-sotilaista.specialists-of-santorini.com,0,0
boxtralsurvisv.pl,[u'MyWOT'],1
bozopit.eu,0,0
bpintercom.cz,0,0
bqepjahg.myftp.biz,0,0
bquxi.dolfolks.crabdance.com,0,0
brainbin.com,"[u'MyWOT', u'SCUMWARE', u'BitDefender', u'hpHosts', u'BrowserDefender']",5
brainiacdatingcomsetupsthe.com,0,0
brathers.linuxpl.info,0,0
breakmy-window.in,0,0
breeze-eco.co.jp,0,0
brewing.lustreking.com,[u'SCUMWARE'],1
brgewa.us.to,0,0
brightnix.com,[u'MyWOT'],1
brizpmhg.cn,0,0
broderie-strass.com,0,0
broken-chicken.xe.cx,0,0
bromeo.info,0,0
broschor.com,[u'SCUMWARE'],1
browser-update-meldung.com,[u'MyWOT'],1
bs-self.s3.amazonaws.com,0,0
btaservicingaudi.com.au,[u'BitDefender'],1
btpehmuzv.hopto.org,0,0
bubinbaro.ismartmeter.net,[u'BitDefender'],1
bueaent.tk,0,0
bufferlumia.info,"[u'SURBL', u'DNS-BH']",2
bukauee.tk,0,0
bupenirxt.qhigh.com,0,0
bureausignaal.nl,[u'BitDefender'],1
businesscon.info,"[u'MyWOT', u'GoogleSafeBrowsing', u'SURBL', u'DNS-BH']",4
businesscreditcard.ru,"[u'MyWOT', u'BitDefender']",2
businesseswithoutkwik.asia,0,0
busstationrage.com,0,0
buuaem.tk,0,0
buykobc.com,[u'AVGThreatLabs'],1
bviakie.tk,0,0
bvnbbezs.tk,"[u'MyWOT', u'SURBL', u'BitDefender']",3
bvwvskwulmb.ns1.name,0,0
bxsuh.rqwrt.tk,[u'BitDefender'],1
bxvmladf.gabmodule.pw,0,0
byixn.jbubw.tk,0,0
bzujszaqfgo.ddns.name,0,0
c0fjb13u0eeud97499ueuff60734dfa2c2a7656140eb9b52fe2906ac.betonblokken-prijs.be,0,0
c3w1bq.com,0,0
c7eql9.gelatolime.biz,0,0
c8.uk3.in,"[u'SpamhausDBL', u'ThreatLog', u'BitDefender', u'GoogleSafeBrowsing']",4
ca2bi6gj.huddleparalegal.pw,0,0
cache-download.real.com,"[u'SCUMWARE', u'CRDF']",2
caerteri.tk,"[u'MyWOT', u'GoogleSafeBrowsing', u'SpamhausDBL', u'SURBL', u'BitDefender']",5
caiqueforum.com,"[u'GoogleSafeBrowsing', u'BitDefender']",2
calibrecvdyma.tk,0,0
campseeker.cu.cc,0,0
canadaswaitingkids.ca,0,0
canales.dvrlists.com,0,0
cannotkubrick.info,0,0
carbonsoftware.club,0,0
carforhome.net,0,0
carolhammond.biz,[u'GoogleSafeBrowsing'],1
caroline-borey.com,0,0
carsgoodds.com,"[u'SCUMWARE', u'GoogleSafeBrowsing']",2
casas334.dyndns.org,0,0
cascadeacupuncture.org,0,0
cashforcarstoronto.ca,0,0
cashforcarstoronto.com,0,0
castaway.dk,[u'BitDefender'],1
catalysttest.com,0,0
cateme.info,0,0
cbcbtqucbvf.com,0,0
cbequityproperties.com,[u'BitDefender'],1
cccccacaococo.info,0,0
cccorange.info,0,0
cccstyle.in,"[u'MyWOT', None]",2
cdn-cache-node.com,"[u'MyWOT', u'AVGThreatLabs', u'DrWeb', u'GoogleSafeBrowsing']",4
cdn.pchealthboost.com,[u'MyWOT'],1
cdn.premiumsafe.info,0,0
cds.graboidvideo.com,0,0
cecicelanyc.com,[u'SCUMWARE'],1
celebritydognews.com,"[u'SCUMWARE', u'DrWeb']",2
center-city.info,"[u'MyWOT', u'SURBL', u'DNS-BH', u'DShield']",4
centraalbeheermarketing.nl,"[u'MyWOT', u'SURBL']",2
central.ntdesign.com.br,0,0
centurionseacadets.org,0,0
cerioals.tk,0,0
ceroaoso.tk,0,0
cesivpil.ru,"[u'MyWOT', u'SURBL', u'DrWeb', u'GoogleSafeBrowsing', u'DShield']",5
cetoslaos.tk,0,0
cetuha.tk,0,0
cf6gg.kickballcatcher.pw,0,0
cfyugjt.dynamicdns.me.uk,0,0
chaircoverking.com,"[u'MalwareDomainList', u'MyWOT', u'GoogleSafeBrowsing', u'AVGThreatLabs']",4
chaladoj.1dumb.com,0,0
challengrxz.jesais.fr,0,0
chargeme.gr,"[u'BitDefender', u'GoogleSafeBrowsing']",2
chargeriston.in,0,0
charterstonecapital.com,0,0
cheapbiz.pw,[u'AVGThreatLabs'],1
cheatrust.biz,"[u'BitDefender', u'GoogleSafeBrowsing']",2
check.after5cinci.com,0,0
checkinsmechs.biz,0,0
cherrybombpetition.org,"[u'MyWOT', u'SCUMWARE', u'BitDefender']",3
chery-avto.in,0,0
childsubjectninthebusiness.com,0,0
chinaannedaily.net,0,0
chips.nauticalsolutions.net,0,0
chlenosos.in,0,0
chookegg.cu.cc,[u'BitDefender'],1
chorused.waterday.nl,[u'BitDefender'],1
chromewebstore.googlecode.com,[u'BitDefender'],1
chupagabra.com,0,0
ciatiti697.cu.cc,0,0
cig38nm.librettistcontractor.pw,0,0
cinaf.juhdsder.tk,0,0
ciphere.in,0,0
circliphkd.aelita.fr,0,0
ciscoinnovation.com,0,0
cisich.org,"[u'SCUMWARE', u'BitDefender']",2
citi-mailing.com,"[u'MyWOT', None, u'SURBL', u'AVGThreatLabs']",4
cjikacccmcp.com,"[u'MyWOT', u'SCUMWARE']",2
classico.servemp3.com,[u'BitDefender'],1
cleanbikerepair.com,0,0
clickcount.pro,0,0
clinicgear.cx.cc,0,0
clipboardbarely.pro,[u'BitDefender'],1
clock-revent.com,"[u'SpamhausDBL', u'SURBL']",2
clomment.calenergy.info,"[u'MyWOT', u'DNS-BH', u'DShield']",3
cloud-ventures.com,[u'BitDefender'],1
cmgcareers.start.tl,0,0
cmijtucn.cn,0,0
cmncgnotei.com,0,0
cnk.apesito.in,0,0
coamtun.in,0,0
cocktailclub.info,0,0
cocojambo2.info,"[u'MyWOT', u'SURBL', u'GoogleSafeBrowsing', u'DNS-BH']",4
cocsa01.com,0,0
codapublishing.com,0,0
coherencexxbug.tk,0,0
collabro.escuelacossettini.com.ar,0,0
colombia.myvnc.com,0,0
coltonmakaqeliya.biz,0,0
comatpal.mosalas.net,[u'BitDefender'],1
comewwz.info,0,0
comfort.ancillagrad.com,0,0
commentrecuperersonex.fr,0,0
communicatingradiosity.net,"[u'SCUMWARE', None]",2
comoaumentarsubusto.org,0,0
comomepuedoembarazar.com,0,0
comovendermaispelainternet.com.br,"[u'SCUMWARE', u'BitDefender']",2
comp7750.myhkbu.net,0,0
computetxpsm.monbe.be,0,0
concertswhacks.net,0,0
concilan7iate.com,0,0
confettiecupcakes.com.br,0,0
configurabilitycontinuous.pro,0,0
connects.titleedge.com,0,0
consacra.sexxxtherapy.com,0,0
consumesenhanced.pro,"[None, u'SpamhausDBL']",2
contrarychallengeand.com,"[u'MyWOT', u'GoogleSafeBrowsing']",2
cookvisitor.net,0,0
copyleft.ramasoft.com.ar,0,0
corbacat.com,"[u'GoogleSafeBrowsing', u'urlQuery']",2
cordlesschording.net,0,0
corporateauthorityne.ipage.com,[u'BitDefender'],1
corporatebusinesssystems.com,"[u'SCUMWARE', u'BitDefender']",2
cosanostra.x9b.org,[u'BitDefender'],1
cost.cornel.co.za,0,0
cota6m.nidpoza.biz,[u'BitDefender'],1
country.renardresources.com,[u'BitDefender'],1
coursesomuds.info,0,0
cqszgtvxd.ce.ms,"[u'MyWOT', u'Avira', u'BitDefender']",3
createanewaccount.nl.ai,0,0
creative-vitae.com,0,0
cricketfuturenoptions.com,0,0
critical.browser.software.security.patch.update.tzzgb.3davendo.info,[u'BitDefender'],1
critical.security.update.microsoft.windows.598ac3c84a4319519ead96e1b69c67ab.fr.10razdon.info,0,0
critical.security.update.microsoft.windows.6e70d614c6ce0a86f7d03138209633f3.wwe.5razdon.info,0,0
critical.security.update.microsoft.windows.7dd0c1638a4aa2be0c6f726fea623e52.dgbl.10razdon.info,0,0
criticalupdater.com,"[u'AVGThreatLabs', u'BitDefender', u'BrowserDefender']",3
croral.com.br,0,0
crown-ltd.in,0,0
crypt.im,"[u'MyWOT', u'GoogleSafeBrowsing', u'BitDefender']",3
csakigermanshorthairedpointer.com,0,0
csancho.info,0,0
csdhp.org,[u'AVGThreatLabs'],1
cseommiocsca.com,0,0
csfeo2.plantabicrycontntmnt.biz,0,0
csfqgjnh.dumb1.com,0,0
cszlx.fasser.chickenkiller.com,0,0
ctaflkiwrr.ddns.info,0,0
ctaoaamjee.com,"[u'MyWOT', u'BrowserDefender', None, u'GoogleSafeBrowsing', u'SURBL']",5
cttjzmv.co.tv,0,0
cuiwlixfs.zyns.com,0,0
cuoserd.com,[u'GoogleSafeBrowsing'],1
cupapahost.in,0,0
curemd.gebmedical.com,0,0
curlfairbanks.org,[u'SCUMWARE'],1
cusobis.net,"[u'SpamhausDBL', u'BitDefender']",2
customburton.com,0,0
cutie-fashion.com,[u'AVGThreatLabs'],1
cuubybs.tk,0,0
cvyzsmi.portrelay.com,0,0
cvzvz.www1.biz,0,0
cwarebo.info,0,0
cxttt.dnset.com,0,0
cyberab.in,0,0
cyberef.in,0,0
cycoreseemingly.co.in,[u'GoogleSafeBrowsing'],1
czb.4dagenballios.info,[u'BitDefender'],1
d4m49lpj2tzni9p4rbmkrhf.beegdirectory.com,0,0
d4ymkg.fenexis.org,0,0
dakalbprof.info,0,0
dalake34.co.cc,"[u'BitDefender', u'DrWeb']",2
dalake87.co.cc,0,0
dalike.eu,[u'GoogleSafeBrowsing'],1
dallastx.pairserver.com,"[u'MalwareDomainList', u'MyWOT', u'AVGThreatLabs']",3
danceatnights.com,0,0
dasex.in,0,0
datagroup020.co.cc,0,0
datanotvideos.org,"[u'MyWOT', u'SURBL', u'MalwarePatrol']",3
dating.dut22.com,"[u'BitDefender', u'GoogleSafeBrowsing']",2
dc1hw.gaorzuv.net,0,0
dcafav.cz.cc,"[u'SpamhausDBL', u'MyWOT']",2
dcfvder.otherentity.info,[u'BitDefender'],1
dd.2cac63.990.1055d.bc0b.4aaa1.24.c20e.d.oambgnagfh.weightmight.in,0,0
dd12783.dyndns.info,0,0
dddfffddd.ce.ms,0,0
dde.integration.storage.conduit-services.com,"[u'SCUMWARE', u'BrowserDefender']",2
ddscvp.oufk.info,0,0
dead.mine.pds.ae,0,0
dealingcas.pro,"[u'MyWOT', u'SURBL', u'GoogleSafeBrowsing', u'DNS-BH', u'DShield']",5
debtgzgd.tk,0,0
declapeoplestates.cu.cc,"[u'SCUMWARE', u'BrowserDefender']",2
deed.se,0,0
deephole.info,0,0
defdrink.org,0,0
deffile.org,0,0
defforest.org,0,0
defjowelt.org,0,0
defmalta.info,0,0
defpurple.info,"[u'GoogleSafeBrowsing', u'AVGThreatLabs']",2
defredbull.org,0,0
defspeed.info,0,0
defsteel.info,0,0
deftgde.jobssearch.info,0,0
deftower.org,0,0
deftreval.org,0,0
deftsoft.info,[u'SCUMWARE'],1
defwired.info,0,0
delegationsfuehrer.phogras.com,0,0
delphino.nl,0,0
denizlitml.cu.cc,0,0
denrochelaw.ca,"[u'SCUMWARE', u'AVGThreatLabs']",2
deportistasurbanos.com,0,0
deposit-market.ru,0,0
depositconsulting.ru,0,0
derafil.eu,"[u'BitDefender', u'BrowserDefender']",2
deribantik.cx.cc,0,0
derjop.tk,0,0
desarrollosdelpacifico.com,0,0
desedes85.info,0,0
designbyallison.com,"[u'MyWOT', u'SCUMWARE', u'BitDefender']",3
destaewer.in,[u'GoogleSafeBrowsing'],1
detraineddrieakters.lindsayandmerritt.com,0,0
detsad822.in,0,0
deujudo54.info,0,0
deutch2012.in,0,0
develfio.com,[u'AVGThreatLabs'],1
devilside-w.uni.me,0,0
devinhanft.net,[u'BitDefender'],1
devondudeman.com,0,0
df1lr7.cameraactive.biz,0,0
dfcvewverv.tk,0,0
dfhjt5e5.mediate4life.net,[u'BitDefender'],1
dfjovawox.dumb1.com,0,0
dfqqq.12wildwood.ca,[u'BitDefender'],1
dfsaf.sixth.biz,0,0
dgconcerts.cu.cc,[u'BitDefender'],1
diablorealm.net,[u'AVGThreatLabs'],1
dialerseasoned.org,"[u'MyWOT', u'SURBL', u'DNS-BH', u'DShield']",4
dictatingrepurposed.in,"[u'MyWOT', u'SCUMWARE', None, u'hpHosts', u'DNS-BH', u'GoogleSafeBrowsing', u'SURBL']",7
didarsahin.com,0,0
didienko.net,0,0
diefo456.bee.pl,"[u'MyWOT', u'BitDefender']",2
differenttemptressshops.biz,0,0
dimwebsites.com,0,0
directmarketing32tradebusiness.in,"[u'MyWOT', u'GoogleSafeBrowsing', u'SpamhausDBL', u'SURBL', u'AVGThreatLabs']",5
discnlaf.cu.cc,[u'BitDefender'],1
diskmkqvf.tk,0,0
dismissal.trivialnx.org,0,0
disnany.cu.cc,[u'BitDefender'],1
divine-power.info,0,0
dj-silly.com,[u'AVGThreatLabs'],1
djsatos29.com,[u'BitDefender'],1
dkeisjnwe.tk,"[u'MyWOT', u'SURBL']",2
dl.down324.com,0,0
dl.dropbox.com,[u'SCUMWARE'],1
dl.flvplayer123.com,[u'SCUMWARE'],1
dl01.socdn.com,"[u'SCUMWARE', u'hpHosts', u'DNS-BH']",3
dl2.v47installer.com,"[u'SCUMWARE', u'ThreatLog', u'hpHosts', u'MalwarePatrol', u'z_protect', u'CRDF', u'Fortinet', u'DNS-BH']",8
dl7.iq8download.com,"[u'MyWOT', u'SCUMWARE']",2
dl8.iq8download.com,"[u'MyWOT', u'SCUMWARE', u'hpHosts', u'DrWeb']",4
dl_150.yac.mx,0,0
dlc1.paretologic.com,[u'CRDF'],1
dlc2.speedypc.com,[u'MyWOT'],1
dlin.in,0,0
dlp.123mediaplayer.com,0,0
dlp.allfiles102.com,[u'BitDefender'],1
dlp.allfiles103.com,[u'BitDefender'],1
dlp.allfiles104.com,[u'BitDefender'],1
dlp.downloadyourplayer.com,"[u'MyWOT', u'SCUMWARE', u'hpHosts', u'BrowserDefender', u'DrWeb', u'GoogleSafeBrowsing']",6
dls.nicdls.com,"[u'MyWOT', u'SCUMWARE', u'ThreatLog', u'Avira', u'hpHosts', u'DrWeb']",6
dls3.mail.ru,[u'SCUMWARE'],1
dn.download-files.net,0,0
dn.download-manage.com,0,0
dn.downloadfast.org,[u'MyWOT'],1
dn.play-center.net,0,0
dnqqagcqwined.info,0,0
dobertone.me.uk,0,0
dodgedcup.info,0,0
dog.hobbsimmigration.com,0,0
domainanalysis03.mrdd9273432545654.in,[u'BitDefender'],1
domainscallrr.com,0,0
domainscalluu.com,0,0
domainscallww.com,0,0
domainshould.com,0,0
domainssenglsfile.info,0,0
doman-namn.info,0,0
domdonetska.eu,0,0
domiki1.dyndns.biz,0,0
dominicanosylatinos.com,[u'AVGThreatLabs'],1
donneychef.ae.am,0,0
doorpanama.cu.cc,0,0
doptops.in,0,0
doqtymu.net,[u'SpamhausDBL'],1
dorcia-tancerka.pl,0,0
dorewer.in,0,0
down.consumocuidado.com.co,"[None, None, u'GoogleSafeBrowsing', u'AVGThreatLabs']",4
download-faster.net,"[u'SCUMWARE', u'Avira', u'AVGThreatLabs']",3
download.avmap.it,"[u'MyWOT', u'hpHosts']",2
download.cdn.ilivid.com,"[u'MyWOT', u'SCUMWARE']",2
download.descargar.es,[u'SCUMWARE'],1
download.microsoft.com,[u'SCUMWARE'],1
download.pavtube.com,0,0
download.uusee.com,"[u'MyWOT', u'SCUMWARE', u'hpHosts', u'DrWeb', u'MalwarePatrol']",5
download.yspbrsz.net,"[u'SCUMWARE', u'Avira', u'MalwarePatrol']",3
downtraff.ru,"[u'MyWOT', u'SCUMWARE', u'BrowserDefender', None, None]",5
dqfedj.wikaba.com,0,0
dqt1vw7q.grievancebring.biz,0,0
dqwikuqxird.ddns.name,0,0
dr.derrainain-lacustaside.in.ua,0,0
draganddroplabeled.org,0,0
dragoneventos.com.br,[u'BitDefender'],1
drakuthetaga.in,0,0
dressonline.se,0,0
drgyjk.biz,0,0
drh4h.cheapcarinsuranceathens.com,0,0
driverfox.cu.cc,[u'BitDefender'],1
droch143.com,0,0
drqwwe.bcpot.info,[u'BitDefender'],1
druckfestigkeit.subrogationarbitrator.org,"[u'BitDefender', u'GoogleSafeBrowsing', u'DNS-BH', u'DShield']",4
drupal.djramironarvaez.com.ar,0,0
drupal.donnysgeekdom.net,0,0
ds-photo.pl,0,0
dsadas.ce.ms,0,0
dtqcamps.cu.cc,0,0
dualcammoneycentrals.pro,[u'GoogleSafeBrowsing'],1
dublonax.ru,0,0
dujegabe.tk,0,0
dumbabaloo.com,[u'GoogleSafeBrowsing'],1
dumoreeee.7c.org,"[u'MyWOT', u'BitDefender']",2
dumpsvg.x9b.org,0,0
dvftdgs.artisanent.info,"[u'SCUMWARE', u'BitDefender', u'DrWeb']",3
dvkfol.in,0,0
dvvbfd.okwt.info,0,0
dvytbo.dns-stuff.com,0,0
dwkdbvvnw.registrationfullopes.com,0,0
dwpsd.cz.cc,0,0
dxbfa.ohcavb.in,0,0
dxfpa.sdkee.mooo.com,0,0
dyjbb.dnset.com,0,0
dynamicyards.com,0,0
dytwp.rqwr.tk,0,0
dzijswus.lflinkup.com,0,0
e3r4t5y6u7i8.orenznakomstva.ru,0,0
e5c9145.eu,0,0
eastontree.ce.ms,0,0
easyoutsourcemanagement.com,[u'BitDefender'],1
eatxntl.freewww.biz,0,0
ebmeqbe.ru,0,0
echecengurafu-impediebamque.kastamonuresmiilanlari.com,0,0
ecichosespr.com,0,0
ecocargomag.co.uk,"[u'BitDefender', u'GoogleSafeBrowsing']",2
ecoseeds.ca,0,0
ecowares.cl,0,0
edcvsr.ougf.info,0,0
edrf.in,0,0
educationtime.us,0,0
edustaviin.japonipsum.com,0,0
eeavgojdm1c1q6k5c4cc67p60734e076f25649fe40eb9b536b56b9bf.boeddhabeeld.be,0,0
eeeblue.info,0,0
eeestyle.in,0,0
eeuei9.financieraccelerate.pw,0,0
efpxsweil.freewww.biz,0,0
eg3g.newheightsdr.com,[u'BitDefender'],1
egeneration.it,0,0
egg8.net,[u'BitDefender'],1
egliseliberte.ca,"[u'SCUMWARE', u'BitDefender']",2
egrousmeca.myftp.org,0,0
ehevaif.cn,0,0
ehfvuzz.freewww.biz,0,0
ehotifr895kfdjt7f.info,"[u'MyWOT', None]",2
ehvhxqgh.lflinkup.net,0,0
eint.dhcp.biz,0,0
eis5gyi.necuwfew.ru,[u'SpamhausDBL'],1
ekmsvpy8.fuckingdfgdpwpwp.com,"[u'BitDefender', u'GoogleSafeBrowsing']",2
ektgd.fadfgasg.tk,[u'BitDefender'],1
elavila.org,0,0
eletmester.hu,0,0
eliteflash.info,[u'AVGThreatLabs'],1
elmogr.webd.pl,"[u'BitDefender', u'Sucuri']",2
elmundodecerca.in,0,0
emergency.microsoft.security.software.update.patch.bwxr.7yebatek.info,0,0
emergency.microsoft.security.software.update.patch.ci.5yebatek.info,0,0
emergency.microsoft.security.software.update.patch.xx.3yaderomeg.info,0,0
emglowerna.info,0,0
emilielafontaine.com,[u'BitDefender'],1
emoent.dk,0,0
enable.njdeceptiondetection.com,0,0
enakinukia.ru,"[u'MyWOT', u'DNS-BH', u'GoogleSafeBrowsing', u'SpamhausDBL', u'SURBL', u'AVGThreatLabs']",6
encolden.glucomander.net,0,0
encryptionodbc.biz,0,0
endemig.info,0,0
enforcedregistrants.info,"[u'SCUMWARE', u'SpamhausDBL']",2
enlargement4.pro,"[u'MyWOT', u'SURBL', u'BitDefender', u'GoogleSafeBrowsing', u'DNS-BH', u'DShield']",6
