host,listOfDetections,count
sentex7.com,0,0
constitimusque-enaparejar.yummynoodlehouse.com,0,0
a7ahe.ru,0,0
dvftdgs.artisanent.info,"[u'SCUMWARE', u'BitDefender', u'DrWeb']",3
adver3.zadverising.net,0,0
yozshuzuru.info,0,0
46.28.107.175,0,0
www1.powerfxguard.com,0,0
orjnfj.com,0,0
blackintel.com,0,0
qynhb.meruter.chickenkiller.com,0,0
67.196.49.178,0,0
intellegy.co.za,[u'BitDefender'],1
67.196.49.171,0,0
67.196.49.173,0,0
67.196.49.174,0,0
188.72.248.171,0,0
jnobuznhccv.ddns.name,"[u'MyWOT', u'SCUMWARE', u'BrowserDefender', u'DNS-BH', u'GoogleSafeBrowsing', u'AVGThreatLabs', u'DrWeb']",7
bvwvskwulmb.ns1.name,0,0
poneslas.tk,0,0
edrf.in,0,0
www.fauziyahospital.com,0,0
achagfgch.co.cc,"[u'BitDefender', u'DrWeb']",2
processoperatorforum.com,0,0
fdafad.dns04.com,0,0
mothernaturetour.com,0,0
ads.30landport.com,[u'BitDefender'],1
procusa.us,0,0
www1.u7hm8aex.4pu.com,0,0
www2.q34ioclhwchts5.jvvg.org,[u'BitDefender'],1
windowsforums.org,[u'SCUMWARE'],1
wl3www1235.webland.ch,"[u'MyWOT', u'hpHosts']",2
systemspoints.info,0,0
www1.pw2nbf9.kein.hk,0,0
itdesarrollos.com,"[u'MalwareDomainList', u'MyWOT', u'BrowserDefender', None, u'SURBL']",5
37.200.65.232,0,0
host112.myvnc.com,0,0
www.horizonteaustral.com,0,0
4eburek.sanchip.eu,0,0
youhit.bee.pl,0,0
facebookquees.com,[u'AVGThreatLabs'],1
65.75.146.77,0,0
dominicanosylatinos.com,[u'AVGThreatLabs'],1
waytraffic.net,"[u'MyWOT', u'SCUMWARE', u'hpHosts', u'AVGThreatLabs']",4
www.goodsocks5.com,0,0
0fq.ru,0,0
kykyuxnwvwnp.sixth.biz,0,0
poruae.tk,0,0
9nz2.mandulozz.org,"[u'BitDefender', u'GoogleSafeBrowsing']",2
kinesiocatamarca.com.ar,[u'BitDefender'],1
adjbhbefc.co.cc,"[u'BitDefender', u'DrWeb']",2
www1.simplebnjsuite.kwik.to,0,0
rqqhx.juywqt.tk,0,0
204.16.192.77,0,0
whattofeedchickens.info,0,0
lopoers.tk,[u'GoogleSafeBrowsing'],1
thecledeco.fr,"[u'MyWOT', u'BitDefender']",2
wwww.bodearmy.com,0,0
tropicalfishcaretips.com,0,0
sujdvrhagbq.cx.cc,[u'MyWOT'],1
www.zarqainternational.com,0,0
mysalamalam.in,0,0
50da5ea4d9611.kansashealthinsurances.com,[u'BitDefender'],1
kfzsjk.dnset.com,0,0
leampool.co.uk,[u'AVGThreatLabs'],1
pashaconnections.com,0,0
partner.googleadservices.in,0,0
fdmdesignhd.com.ar,[u'BitDefender'],1
sssssssss222222222.nl.ai,"[u'MyWOT', u'SCUMWARE', u'BitDefender', u'BrowserDefender', u'DNS-BH', u'DShield']",6
opxlfumbd.tk,0,0
twitter.goldpavement.com,0,0
85.143.166.135,0,0
xf1les.neoshomes.com,0,0
voiceguide.com,0,0
jzinkoc.com,0,0
swellclub.com,0,0
oh-meisa.com,"[u'SCUMWARE', u'AVGThreatLabs', u'BitDefender']",3
rqsn3z9k.bookingmake.biz,0,0
kmnljl.gigsprime.biz,0,0
cbcbtqucbvf.com,0,0
pityaqe.tk,0,0
69.46.86.213,0,0
inevitablydetects.org,0,0
s127.at.tf,0,0
adjciejbc.co.cc,"[u'BitDefender', u'DrWeb']",2
modular-homes-ga.com,0,0
198.50.194.12,0,0
afge4re.biz.tm,0,0
jxxj7.fieldermechanic.pw,0,0
loveofme.com,[u'SCUMWARE'],1
www1.safecleanered.dnset.com,0,0
www.hurindos.in,0,0
vipaoerss.tk,0,0
dwpsd.cz.cc,0,0
www.erikashka.cz.cc,0,0
37.157.255.18,0,0
oajszagq.zapto.org,0,0
37.157.255.11,0,0
selenszx18.co.cc,0,0
37.157.255.15,0,0
0v2.info,0,0
imagedumper.ru,0,0
oportunidadesweb.net,0,0
79.96.146.144,0,0
pizzacity.in,[u'BitDefender'],1
datagroup020.co.cc,0,0
schuette-behrends.de,[u'AVGThreatLabs'],1
nopwinter.info,"[u'BrowserDefender', None]",2
216.172.154.248,0,0
last-ghostbuster.com,0,0
www1.efxucflvj14.wpbh.org,0,0
65.49.23.4,0,0
htiqvkbgl.freewww.biz,0,0
65.49.23.2,0,0
adicghbeh.co.cc,0,0
towelfxc.monbe.be,0,0
www.retoloa.in,0,0
server-ratinga.eu,0,0
jvlandscaping-maintenance.com,0,0
exiansik.ru,"[u'MyWOT', None, u'DNS-BH', u'GoogleSafeBrowsing', u'SpamhausDBL', u'SURBL', u'AVGThreatLabs']",7
yrwidgth.freewww.biz,0,0
eurothaimuackmuack.in,0,0
vweeefzv.cn,0,0
193.169.244.223,0,0
oiruwer.tk,0,0
iolastik.touchline.com.au,[u'BitDefender'],1
www2.powerql-checker.rr.nu,0,0
jqzq.org.in,"[u'MyWOT', u'SCUMWARE', u'SURBL']",3
aerostrips.com,"[u'MyWOT', u'SCUMWARE', u'BitDefender', u'BrowserDefender', u'DrWeb']",5
www1.hardmasterccx.rr.nu,0,0
adjbeddbd.co.cc,"[u'BitDefender', u'DrWeb']",2
67.196.3.78,0,0
67.196.3.79,0,0
67.196.3.72,0,0
67.196.3.70,0,0
67.196.3.71,0,0
67.196.3.76,0,0
ghjbigstars.net,0,0
marbledb.com,0,0
goplast.it,"[u'MyWOT', u'BitDefender']",2
www.jiloaer.in,0,0
65.60.0.113,0,0
xerwerls.tk,"[u'MyWOT', u'GoogleSafeBrowsing', u'SURBL', u'BitDefender']",4
takticalsolutions.com,[u'BitDefender'],1
tscwa11gnvjce67013gc1zx60734e0720da824d640eb9b53effa534a.bleken-tanden.be,0,0
insurance-loans-mortgages.com,"[u'SCUMWARE', u'MalwarePatrol']",2
ilaipgn.ns01.us,0,0
www2.dsfoenfzgauh0.4pu.com,0,0
www2.rnfokfpb02f9pzwi8.wpbh.org,"[u'BitDefender', u'BrowserDefender']",2
rfecewvr.org,0,0
sfciajac.myftp.biz,0,0
winterssportsw.biz,0,0
rkcafjtu.cn,0,0
principleser.co.cc,0,0
yqwoxnacn.ddns.name,0,0
al.Sdflt.Com,0,0
ezcerverx.tk,0,0
euxtoncorinthiansfc.co.uk,"[u'MyWOT', u'SCUMWARE', None, u'ThreatLog', u'DrWeb', u'DNS-BH', u'MalwareDomainList', u'DShield']",8
fireboardware.co.cc,0,0
asianssextube.com,0,0
storylootybuz.com,"[u'MyWOT', u'SCUMWARE', u'SURBL', u'ThreatLog', u'BitDefender', u'BrowserDefender', u'GoogleSafeBrowsing', u'YandexSafeBrowsing', u'Sucuri']",9
xxx-xxx-xxx-xxx.xxxy.info,"[u'MyWOT', u'BrowserDefender', None, u'GoogleSafeBrowsing', u'AVGThreatLabs']",5
178.132.203.85,0,0
asjdaydyaf.info,0,0
connected-hed.com,"[u'MyWOT', u'GoogleSafeBrowsing']",2
decreasesnotable.net,"[u'MyWOT', u'SCUMWARE', u'SURBL', u'BitDefender', u'BrowserDefender', u'DNS-BH', u'DShield']",7
www.gilleto.in,0,0
158foxtrott.com,"[u'BitDefender', u'GoogleSafeBrowsing']",2
promo.angels-promotions.ro,[u'BitDefender'],1
my-name-iz.net,0,0
51036f543c90f.diabeticsocks.org,[u'BitDefender'],1
www.claudiobertoli.it,0,0
xaadfarw.tk,0,0
bigtimetcpip.org,"[u'MyWOT', u'SURBL']",2
xzczxczxcz.coom.in,0,0
lojastelefrio.com.br,"[u'MalwareDomainList', u'MyWOT', u'SURBL', u'AVGThreatLabs']",4
jrhhqbgf.freewww.biz,"[u'MyWOT', u'GoogleSafeBrowsing', u'DNS-BH', u'DShield']",4
69.46.86.171,0,0
continuitytimesynced.net,0,0
windermerecottage.co.uk,0,0
klmspeed.info,0,0
opgxal.myftp.biz,0,0
polichnie.org,0,0
www.descrip.in,0,0
50.30.47.96,0,0
www.xperiablog.net,0,0
reusedsurf.com,0,0
www.beerforbeer.cc,0,0
support.technet.microsoft.windows.198c980963791bd46aba6e79d5fa3544.uznu.2ravenol.info,0,0
pluslocal.com,0,0
puocoenerscwi.com,0,0
renuatsosd.info,0,0
accidentally.reqaahdpashtraysobq.org,0,0
nlzciimg.cn,0,0
xqtpp.lovefreevideos.com,0,0
s20.us.tf,0,0
201316.yiir.wl.wzke.og.mqybymnxz.centcandidate.pw,0,0
tech.net.microsoft.windows.update.system.release.tmx.5termalnorm.info,0,0
ogoniasexa.ru,0,0
aeroclub9.in,"[u'MyWOT', u'BrowserDefender']",2
ikbo.klmtank.info,0,0
www.ddisima.in,0,0
wteap.jbubw.tk,0,0
aa1384902902.toystraffserve.com,[u'BitDefender'],1
equivaltenmedac.monarchaerospace.com,0,0
www.x-sight.nl,0,0
wvmznvyy.org.in,0,0
viaoerww.tk,0,0
diwkaeb.org,0,0
modofpaw.ru,0,0
176.65.161.38,0,0
oabruhiomcp.com,0,0
jcpmfaihzkixtg.goodlifewife.com,0,0
3.com.ua,0,0
www1.d-51mr9.kein.hk,0,0
www1.strongdlkchecker.uni.me,0,0
jbhhhhgaskjdfncvilyergt.cx.cc,"[u'MyWOT', u'BitDefender']",2
arfxgroup.kinggroupimports.com,0,0
spacelaptoptable.com,[u'BitDefender'],1
framework-man.net,0,0
vlfkc.uiwrqw.tk,0,0
gh.rstunion.info,0,0
litepersonally.info,0,0
www2.l6s4sz0x88ljlp.4pu.com,0,0
mysafefloridahomelife.com,"[u'MyWOT', u'SCUMWARE']",2
www.nscnvcb.in,0,0
nidpoza.biz,[u'BitDefender'],1
albano.cl,0,0
www.slava-chernoshey.com,0,0
nopearth.info,[u'BitDefender'],1
2099891781-15.aminrefundable.uni.me,0,0
1581022026,0,0
1581022025,0,0
han.colegiosaopedro.com,"[u'SCUMWARE', u'BrowserDefender', None, u'AVGThreatLabs', u'DrWeb']",5
bobmae.zrv39.com,0,0
vgun.org.in,"[None, u'AVGThreatLabs']",2
skyboxapp.cu.cc,[u'BitDefender'],1
www1.s7adyqp82bgp1.4pu.com,0,0
derjop.tk,0,0
roeserhosting.com,0,0
pagesupport.ru,0,0
thevillagerclub.com,[u'BitDefender'],1
91.112.230.14,0,0
fcuphwsqlz.dnset.com,0,0
akbar.noip.me,0,0
www.centosfa.in,0,0
software-storage-ghujor.info,[u'BrowserDefender'],1
kalender24online.de,0,0
flashrio.com.br,"[u'SCUMWARE', u'BitDefender']",2
xgpco.fsafhsahrre.tk,[u'BitDefender'],1
98.130.136.152,0,0
ideiadacabeca.net,"[u'SCUMWARE', u'Avira', u'DrWeb', u'GoogleSafeBrowsing']",4
dqwikuqxird.ddns.name,0,0
yt00x816018cbt201ztqsgi60734e068aa444acb40eb9b53eadf5c9d.binnenhuis-architectuur.be,0,0
traaf.in,0,0
writing.kvjmail.com,[u'BitDefender'],1
carolhammond.biz,[u'GoogleSafeBrowsing'],1
www.jidera.in,0,0
masaze-misa.cz,"[u'SCUMWARE', u'BitDefender']",2
needingshirts.info,[u'MyWOT'],1
25.dynamicmobility.net,"[u'MyWOT', u'SCUMWARE']",2
millionairebythirty.net,0,0
curlfairbanks.org,[u'SCUMWARE'],1
yyyxy168.cu.cc,[u'BitDefender'],1
ibmxbkkaa.dnset.com,0,0
www2.savescanerqy.rr.nu,0,0
oa4lqc.meerlando.com,0,0
www.console-spot.com,0,0
investinindia.ru,"[u'GoogleSafeBrowsing', u'SpamhausDBL', u'AVGThreatLabs', u'DrWeb']",4
ldapsmartly.net,0,0
gjxtwputlcwkg.from-vt.com,0,0
jjjstyle.in,0,0
www.ri-ambientando.com,0,0
unimo.com.tr,[u'BitDefender'],1
zpnx.org.in,0,0
etaphavacilik.com,"[u'SCUMWARE', u'BitDefender']",2
www1.o-4k38b6dz3.kein.hk,0,0
drh4h.cheapcarinsuranceathens.com,0,0
198.50.194.34,0,0
potuaww.tk,"[u'GoogleSafeBrowsing', u'SpamhausDBL']",2
separate.javaonwallstreet.com,0,0
198.50.194.31,0,0
para.kinnetix.com,0,0
xaytyado.got-game.org,0,0
nyskiffintabout.com,"[u'MyWOT', u'SCUMWARE', u'SURBL', u'BitDefender', u'GoogleSafeBrowsing']",5
cadeauxentreprise.ca,[u'AVGThreatLabs'],1
adpage87.google-syndication82.in,0,0
noptom.info,0,0
37.157.255.35,0,0
37.157.255.30,0,0
www1.k9afdwy8iwyzv-6.wpbh.org,[u'BrowserDefender'],1
0jaloo.info,0,0
inter-safecatch.in,0,0
geneazma.com,0,0
mldpg.nrtunt.ignorelist.com,0,0
activex.camfrogweb.com,"[None, None]",2
oganizationluonnehdintaan.ucempestcontrol.org,0,0
2738439018-6.karlity.ru,[u'BitDefender'],1
net.tech.microsoft.windows.internet.explorer.aa.7povelagin.info,0,0
ynenattfsve.com,0,0
sticcc.com,[u'BitDefender'],1
50f44fa7bee90.activebodyconnections.com,0,0
ysufzub.ru,0,0
tqvtjp.freewww.biz,0,0
treedzva.monbe.be,0,0
www2.sm1c2vylwarh02n-1.apfi.biz,0,0
ise1.alezfreehosting.org,"[u'SCUMWARE', u'BitDefender', u'DrWeb']",3
necuwfew.ru,"[u'SpamhausDBL', u'MyWOT', u'SURBL', u'DrWeb']",4
www1.topsoftfse.de.lv,0,0
jayga.americansbulletin.org,0,0
www1.q3d4q79hd3u84.kein.hk,0,0
1227468835-6.redweav.ru,"[u'BitDefender', u'GoogleSafeBrowsing']",2
utihired.net,0,0
vwxcat.org,[u'GoogleSafeBrowsing'],1
ecowares.cl,0,0
copyleft.ramasoft.com.ar,0,0
cds.graboidvideo.com,0,0
startfilmes.com,"[u'SCUMWARE', u'AVGThreatLabs']",2
ezwfvrezver.tk,"[u'SURBL', u'BitDefender']",2
stelliwheels.com,0,0
danceatnights.com,0,0
109.206.186.12,0,0
109.206.186.14,0,0
gikiepose.tk,0,0
asdj003.adneine.com,0,0
xmapraised-kadey.grandpopclocks.info,0,0
bkiwerpo.tk,0,0
berlin90.servehttp.com,0,0
201311.yuy.njzxbwamzvut.clocknetworks.pw,0,0
www.holatropi.com,0,0
plicatio-contac.info,0,0
abogadodewisconsin.com,0,0
mardonio.cu.cc,0,0
r6ig.googlerun.su,0,0
methodologyvallestad.biz,0,0
bavadoddle.com,0,0
xxxsiteindex.com,0,0
www2.q43kioj474s4a447.apfi.biz,0,0
bestfilms1.in,0,0
hotelbrasil-ma.com.br,0,0
aquarigger.com,"[u'MyWOT', u'SCUMWARE', u'GoogleSafeBrowsing', u'DNS-BH']",4
xk.17trahencso.info,"[u'BitDefender', u'BrowserDefender']",2
deductionsmetasearching.net,0,0
softportal4.in,0,0
m6lk.ru,0,0
ww.turningsbyterry.com,"[u'SCUMWARE', u'BitDefender', u'BrowserDefender', u'DrWeb']",4
www2.w7shku2-5.jvvg.org,[u'BitDefender'],1
rreznzny.changeip.name,0,0
beelines2012.in,0,0
85.17.224.166,0,0
www1.topwnnetwork.de.lv,"[u'MyWOT', u'BitDefender']",2
sublistsvirus.info,[u'DShield'],1
ntgrbyix.dynamic-dns.net,0,0
biquemwr.tk,0,0
gordonolniansky.com,[u'BitDefender'],1
193.169.245.8,0,0
176.31.39.134,0,0
brathers.linuxpl.info,0,0
voqtypeqm.jungleheart.com,0,0
193.169.245.7,0,0
193.169.245.6,0,0
193.169.245.5,0,0
in.timstephens24.com,0,0
adhost.mooo.com,[u'AVGThreatLabs'],1
numavoqa.tk,[u'BitDefender'],1
penetraterarest.pro,"[None, u'SpamhausDBL']",2
yzfsdeeunrxqkqqa.ru,0,0
exilregeringen.se,[u'BitDefender'],1
199.204.72.170,0,0
jussmwe.tk,0,0
rvnuhbv.in,0,0
ggiekuk.dns1.us,0,0
me.24pinokoldavo.info,[u'BitDefender'],1
softportal8.in,0,0
wtflast.in,0,0
reepzioh.org.uk,0,0
sydnexoyexayajer.org,0,0
ehevaif.cn,0,0
108.59.12.115,0,0
ccassn.org,0,0
bbs.blogs.myhome.tv,[u'BitDefender'],1
brianfantasma.com,0,0
niiefa.ru,"[u'SCUMWARE', u'BitDefender']",2
ghjnlhggyus.com,0,0
sxwgubragged.info,0,0
gggruchpus.info,[u'BitDefender'],1
click.botdot.biz,0,0
www.7iaa.com,0,0
lfgjsifk.dsfdgtfvfdsgdvt.net,0,0
ilovelibmanan.com,0,0
s09.int.tc,0,0
dumoreeee.7c.org,"[u'MyWOT', u'BitDefender']",2
files4.safelink9.com,[u'SCUMWARE'],1
images.livrariasaraiva.com.br,0,0
www.darkmark.com,0,0
www.seliti.in,0,0
hxftghf.coom.in,0,0
kasytpu.eu,0,0
www.serendipitytoiletries.com,0,0
6bjkzwwllw.org,0,0
www2.u-2qbta3vnyu3.jvvg.org,0,0
topline4u.info,"[u'MyWOT', u'SCUMWARE', None, u'BrowserDefender', u'SURBL', u'DNS-BH']",6
housegoa13.in,0,0
omeqt.jbhnw.tk,0,0
www1.smartscanerupn.kwik.to,0,0
www.wilddownload.com,0,0
www.lagrange-points.net,0,0
runijaska.win-ww.com,0,0
iedsanbenito.edu.co,0,0
svyazatsyac.in,0,0
www.bebehi.in,0,0
1604534963,0,0
baevpsuj.cn,0,0
astana13.noip.me,0,0
www.firrioa.in,0,0
oepzvjb.myftp.org,0,0
kotmakotzalupkanavorotnik.org,0,0
ivqojsaj.ru,0,0
kaurum.com,0,0
attymubpd.aelita.fr,0,0
get.desk2opapps.com,0,0
cf6gg.kickballcatcher.pw,0,0
23.buliata.com,[u'GoogleSafeBrowsing'],1
t28.ru.tf,0,0
melimma.ru,0,0
hovere-joker.kickinbeats.info,0,0
biloswer.tk,"[u'SURBL', u'BitDefender']",2
z34hl.catchexporter.pw,0,0
betbits.com,0,0
teatripisik.nukuteater.ee,[u'MyWOT'],1
ruminatqat.aelita.fr,0,0
pice-regla.ru,0,0
adventureslh.net,0,0
0wu.ru,0,0
membersswopssys.net,0,0
getmemore.in,0,0
wizidge.cu.cc,0,0
www1.um549a.4pu.com,0,0
www.ccassistant.nl,0,0
leqetso.eu,0,0
mnokitchen.org,0,0
a.zapmeta.net,0,0
www2.bestr-suite.net.tf,0,0
subscribemisfiled.info,[u'SpamhausDBL'],1
sergilasr.tk,0,0
stormnouc.cx.cc,"[u'MyWOT', None, u'DNS-BH', u'GoogleSafeBrowsing', None, u'AVGThreatLabs']",6
www.conductdownload.com,0,0
w46jm.zol7.in,0,0
jtebt.dfseeet.jumpingcrab.com,0,0
vueiaaui.cn,0,0
ggeoliyerr.in,0,0
216.99.152.13,0,0
files4.mirror9.net,[u'BitDefender'],1
uipo.org.in,0,0
ads.arno-os.com,0,0
50cac3eeb3043.sellsantacruzrealty.info,[u'BitDefender'],1
kdqxjfbh.myftp.biz,0,0
zaepernick.de,0,0
webimgs.com,0,0
fijawl.generalillustrator.pw,0,0
www.coloquiodesign.com.br,0,0
google-maps-advert.com,"[u'MyWOT', u'SURBL', u'GoogleSafeBrowsing', u'DNS-BH', u'DShield']",5
188.190.98.132,0,0
176tube.c01.at,0,0
sosiso4ka.net,0,0
erakis.tk,"[u'MyWOT', u'SURBL']",2
edcvsr.ougf.info,0,0
www3apps-myups.com,"[u'MyWOT', u'SCUMWARE', u'SURBL', u'GoogleSafeBrowsing']",4
farmersvegas.com,"[u'SCUMWARE', u'BitDefender']",2
2996996487,0,0
vartisik.cx.cc,0,0
h3.kingmax-ssd.in,[u'BitDefender'],1
hgfh.ns3.name,0,0
1174378403-6.ichers.ru,0,0
db3.17.fd9a936.ba04cc.893.70d.013.d0.a05.qhizzcabtm.likardingo.pw,"[u'BitDefender', u'GoogleSafeBrowsing']",2
csdhp.org,[u'AVGThreatLabs'],1
188.40.52.46,0,0
advertising.by,"[u'SCUMWARE', u'BitDefender']",2
perfectlegitimately.pro,0,0
t2ge5mv6.eyemold.biz,0,0
flyerin.tk,"[u'SURBL', u'BitDefender']",2
df1lr7.cameraactive.biz,0,0
ottawacarving.com,0,0
www1.sdasdaaw.4pu.com,0,0
cheatrust.biz,"[u'BitDefender', u'GoogleSafeBrowsing']",2
www1.buhp5kh0o4h3b1.4pu.com,0,0
www.seriola.in,0,0
sadasfr234eqwrr.sytes.net,0,0
getnumber-alacad.coworkdfw.net,0,0
gpoiwesttersti.ontheweb.nu,0,0
1644159149-28.issuunso.ru,[u'BitDefender'],1
mvojsd9082344947.us,0,0
shqxfcrfcx.otzo.com,0,0
www.1-files.com,0,0
avtobol1.info,0,0
toperprseor.in,0,0
www.files-forall.com,0,0
stufile.org,0,0
abxhvgrrr.hopto.org,0,0
cmncgnotei.com,0,0
etsiunjour.fr,"[u'MyWOT', u'BitDefender']",2
forever21-mexico.com,[u'BitDefender'],1
storage-2012-sdgdfaf.info,0,0
1tri2chetire.tk,0,0
bupenirxt.qhigh.com,0,0
votqygiq.ru,"[u'MyWOT', None, u'GoogleSafeBrowsing', u'SpamhausDBL', u'SURBL', u'DrWeb']",6
1u8k56yvkx1h0qqdb1bl8wj.fm.gen.tr,[u'BitDefender'],1
qahbybwo.ddns.me.uk,0,0
157.14.29.118,0,0
childsubjectninthebusiness.com,0,0
espace-revision.eu,"[u'SCUMWARE', u'BitDefender', u'GoogleSafeBrowsing']",3
www1.top-vymaster.in,0,0
bil-forsakring.info,0,0
pinboardoverprotective.net,0,0
www1.hardcheckernuex.in,0,0
imgscheck.com,0,0
hueforge.ce.ms,0,0
ragdollcatterycarambouli.nl,"[u'SCUMWARE', u'BitDefender']",2
bannerin2.in,0,0
voiceoveragitated.pro,0,0
getmymp3.pw,0,0
eriloseq.tk,0,0
67.23.226.179,0,0
insitudrill.com,0,0
lipostes.tk,0,0
analytic-google.com,"[u'MyWOT', u'SCUMWARE', u'GoogleSafeBrowsing', u'SURBL', u'DNS-BH']",5
iwin-pipe.com,"[u'SpamhausDBL', u'MyWOT', u'SURBL', u'BitDefender']",4
jfyuan.tk,0,0
wideopenwatersportsworldwide.com,0,0
www.intactdownload.com,0,0
alertingtwentyfour.info,0,0
adpage63.google-syndication60.in,0,0
onlinebiopiac.hu,0,0
linkeddoc.com,0,0
www1.fykmg780.4pu.com,0,0
sentx3.co.cc,"[u'MyWOT', u'BitDefender', u'DrWeb']",3
jytsq.bjhybbwn.tk,0,0
ferfis.ipq.co,0,0
i7f6.comixez.org,0,0
vpwrutgwthoiuasdq.co.cc,"[u'BitDefender', u'DrWeb']",2
sarahsms.com,0,0
giaiwelre.tk,"[u'MyWOT', u'GoogleSafeBrowsing', u'SpamhausDBL', u'AVGThreatLabs']",4
promoution7.in,0,0
fxfzcvct.cn,0,0
placeholderslightly.firm.in,[u'GoogleSafeBrowsing'],1
pphnq.downsdlowerscars.com,[u'BitDefender'],1
subscriberssurf.net,0,0
driverfox.cu.cc,[u'BitDefender'],1
www.chinafamilyvisa.com,0,0
4yryhou4r.danetka.com,[u'BitDefender'],1
www.richfs.com,0,0
forum-fps.in.ua,0,0
fbiclan.com,[u'AVGThreatLabs'],1
64.187.226.190,0,0
traderscasualdining.com,0,0
95.163.89.226,0,0
95.163.89.227,0,0
kuzin-d.in,0,0
792bd051d38cbe978ad8aea2.is-a-libertarian.com,0,0
lodcapas.tk,0,0
nvcgbebs.tk,0,0
joelsiegel.cu.cc,0,0
awdico.info,0,0
219.235.1.127,0,0
qlwwi.euteri.jumpingcrab.com,0,0
www2.g258walv7t1jiqt.wpbh.org,0,0
www.depostduif.com,0,0
herbonwen.com,"[u'MyWOT', u'SURBL', u'BitDefender', u'GoogleSafeBrowsing', u'Quttera']",5
clipboardbarely.pro,[u'BitDefender'],1
enforcedregistrants.info,"[u'SCUMWARE', u'SpamhausDBL']",2
s25.at.tc,0,0
landingpage.affilijam.com,0,0
lwjttqlniekv.lookin.at,"[u'MyWOT', u'BitDefender', u'BrowserDefender', u'GoogleSafeBrowsing', u'DNS-BH', u'DShield']",6
angle.landcgrad.com,[u'GoogleSafeBrowsing'],1
abas.teralancer.info,0,0
www2.hardrisuite.in,0,0
zqhg.org.in,0,0
defspeed.info,0,0
www.fihapol.in,0,0
50.22.179.159,0,0
jbubhs.tk,"[u'MyWOT', u'SURBL', u'BitDefender']",3
www2.safe-armyb.it.cx,0,0
pillowcasetze.com,"[u'MyWOT', u'SCUMWARE', u'BrowserDefender', None, u'DrWeb']",5
50.22.179.157,0,0
yat1.aa.am,0,0
www.fesshiona.in,0,0
zeusms.com,0,0
nancybrady.com,"[u'SCUMWARE', u'BitDefender', u'z_protect']",3
dvytbo.dns-stuff.com,0,0
jbybgss.tk,"[u'MyWOT', u'SURBL', u'DShield']",3
backupmp1.in,0,0
ihvz.org.in,0,0
abcpalm.info,"[u'GoogleSafeBrowsing', u'BitDefender']",2
www2.tfnorxaf78rc.4pu.com,0,0
vbipoaert.tk,0,0
flexsage.com,0,0
replaystore.com.uy,0,0
erehholachan.sytes.net,0,0
orangeroad.ru,0,0
rtffeatureand.org,"[None, u'SpamhausDBL', u'AVGThreatLabs']",3
bigkiaww.tk,0,0
tyjkexax.ru,"[u'MyWOT', u'SCUMWARE', None, u'SpamhausDBL', u'AVGThreatLabs']",5
45h.r.gd,"[u'MyWOT', u'BitDefender', u'BrowserDefender']",3
kipotiite.tk,0,0
www2.simpleqenetwork.de.lv,0,0
klmsocks.info,0,0
klavyekursu.com,0,0
woshitaiguoren.sdrhg.com,"[u'SCUMWARE', u'DrWeb', u'GoogleSafeBrowsing']",3
1wand-reissmerin.crearmsn.org,[u'BitDefender'],1
www2.utbldrx98ermmc2d3.4pu.com,0,0
upload.team-duck.com,"[u'MyWOT', u'SCUMWARE', u'BrowserDefender']",3
livingroomcontentaware.net,0,0
adhel.sdfkreds.crabdance.com,0,0
6d1tube.c01.at,0,0
jajcjcjc.info,0,0
bomrefocuses.org,0,0
cocsa01.com,0,0
kqpo.org.in,[u'BitDefender'],1
comeanocas.servehttp.com,0,0
noireresponsible.org,"[u'MyWOT', u'SURBL', u'DNS-BH']",3
headpicz.com,0,0
s36.bg.tc,0,0
teel.otscer.com,0,0
noxofemono.info,0,0
s1050444.iie.nl,"[u'BitDefender', u'BrowserDefender', u'Sucuri']",3
flashcart.wha.la,0,0
bauchrowitz.net,0,0
jklcat.org,0,0
www2.qsgi1y5zm86e5.jvvg.org,0,0
www.acrodeal.com,0,0
www1.strongdefenseri.uni.me,"[u'MyWOT', u'BitDefender']",2
188.190.124.93,0,0
keywordlies.pro,0,0
sentis.usa.cc,0,0
veweqertomofe.com,"[u'MyWOT', u'SURBL', u'BitDefender', u'GoogleSafeBrowsing', u'Quttera']",5
www.pjleelaw.com,0,0
46.30.42.32,0,0
2505254263-16.carstartling.co.vu,[u'BitDefender'],1
www1.hzzi8y65iaimk9kt0q7.4pu.com,0,0
sub.williespeedup.biz,0,0
kologlig.com,"[u'GoogleSafeBrowsing', u'AVGThreatLabs']",2
htcyj.cvorm.in,0,0
avenqyz.ru,0,0
qeuhtpy.freewww.biz,0,0
ads.loveme77.com,[u'GoogleSafeBrowsing'],1
wintestcrash.info,"[u'MyWOT', u'hpHosts', None, u'SpamhausDBL', u'DrWeb']",5
wefev.info,0,0
360abroad.com,0,0
marcus.fi,"[u'SCUMWARE', u'AVGThreatLabs']",2
etgsdf.noonecanstopme-xd.info,"[u'BitDefender', u'GoogleSafeBrowsing']",2
www1.h-09hp4z.kein.hk,0,0
gregbenedekministries.com,0,0
www.properdownload.com,0,0
bubinbaro.ismartmeter.net,[u'BitDefender'],1
www2.firstswmaster.de.lv,0,0
2-k-13.info,"[u'MyWOT', u'BitDefender', u'hpHosts']",3
stat-googlecom.cz.cc,0,0
eetcafe-pintje.nl,0,0
